Ticker,Historical Vol Past 1 Year,Volume_Ratio,Avg_Volume_20d,Price_Change_1d,Price_Change_5d,Price_Change_20d,Options_Proxy,Put_Call_Proxy,Short_Ratio,Short_Percent,Volume_Score,Price_Change_Score,Relative_Strength_Score,Historical_Vol_Score,Options_Score,Short_Squeeze_Score,Composite_Score,Rank
DXCM,0.4,0.91,4038590.0,2.03,1.62,-7.56,0.0003,1.3942,2.71,0.03,63.37579617834395,25.477707006369428,12.101910828025478,84.71337579617835,51.560509554140125,56.91082802547771,45.01910828025477,95.0
DUK,0.18,0.63,3490860.0,0.16,1.54,4.57,0.0096,0.005,4.42,0.02,12.738853503184714,56.05095541401274,74.84076433121018,5.095541401273886,68.85350318471336,54.808917197452224,44.65923566878981,96.0
DPZ,0.28,1.18,654265.0,0.92,-0.06,-7.11,0.0006,0.4696,4.17,0.1,89.49044585987261,12.101910828025478,12.738853503184714,54.14012738853503,51.496815286624205,76.43312101910828,44.38535031847134,97.0
INTU,0.32,3.13,2031360.0,-5.03,-7.55,-15.69,0.0034,2.0793,3.18,0.02,100.0,0.6369426751592357,3.1847133757961785,67.19745222929936,90.44585987261146,39.904458598726116,43.9108280254777,98.0
J,0.24,0.7,749945.0,1.01,0.58,3.74,0.0,0.5625,3.82,0.02,24.840764331210192,54.77707006369427,66.87898089171973,33.43949044585987,15.38216560509554,48.63057324840765,43.455414012738856,99.0
MSFT,0.25,1.07,22745945.0,0.59,-2.33,-1.1,0.004,0.4537,2.85,0.01,81.84713375796179,17.8343949044586,33.12101910828025,39.490445859872615,75.85987261146497,24.012738853503187,43.36305732484077,100.0
WMT,0.24,1.79,18234285.0,-1.15,-3.17,-0.42,0.0027,0.3604,2.77,0.0,98.72611464968153,8.9171974522293,35.6687898089172,33.43949044585987,70.60509554140127,16.528662420382165,42.83757961783439,101.0
JKHY,0.22,0.94,820680.0,1.41,3.22,-6.12,0.0004,1.8611,6.67,0.05,67.51592356687898,32.48407643312102,16.560509554140125,21.97452229299363,58.02547770700636,86.78343949044586,42.71337579617835,102.0
ISRG,0.32,1.02,1980575.0,1.34,-0.85,-3.97,0.0006,0.6724,2.18,0.01,74.52229299363057,21.019108280254777,22.29299363057325,67.19745222929936,56.65605095541402,19.617834394904456,42.32484076433121,103.0
V,0.23,0.77,6489955.0,1.85,1.62,-1.79,0.001,0.8797,4.7,0.02,38.853503184713375,43.94904458598726,30.573248407643312,28.02547770700637,70.89171974522293,57.10191082802548,41.87579617834395,104.0
SNPS,0.4,0.68,1265510.0,1.4,-1.84,0.83,0.0003,1.8729,1.67,0.02,19.10828025477707,29.936305732484076,48.40764331210191,84.71337579617835,53.089171974522294,25.987261146496813,41.60191082802548,105.0
AMAT,0.46,0.9,8308065.0,1.66,0.74,-12.24,0.0016,0.9826,2.51,0.02,61.146496815286625,10.828025477707007,4.45859872611465,92.35668789808918,77.61146496815286,40.12738853503185,41.455414012738856,106.0
ORCL,0.44,0.9,10424895.0,1.38,-4.8,-3.57,0.0018,0.4879,1.58,0.01,61.146496815286625,10.191082802547772,23.56687898089172,91.40127388535032,71.01910828025478,10.254777070063696,41.32802547770701,107.0
HWM,0.36,1.05,2854720.0,-1.3,-0.15,-9.71,0.0006,0.3065,4.25,0.04,78.343949044586,3.821656050955414,8.9171974522293,77.70700636942675,46.910828025477706,65.09554140127389,41.26433121019109,108.0
TYL,0.25,0.85,394795.0,-0.98,-1.9,0.84,0.0008,0.5274,3.51,0.03,53.18471337579618,14.012738853503185,49.044585987261144,39.490445859872615,58.37579617834395,53.6624203821656,41.076433121019114,109.0
WFC,0.33,0.84,13474890.0,1.63,2.59,-5.64,0.0009,0.3154,2.08,0.01,50.0,33.12101910828025,17.8343949044586,71.01910828025477,55.92356687898088,28.726114649681527,40.96496815286624,110.0
ORLY,0.2,0.75,4655245.0,-0.54,0.76,4.76,0.0002,0.7399,2.48,0.01,34.71337579617834,40.12738853503185,76.43312101910828,13.694267515923567,37.452229299363054,26.114649681528665,40.67197452229299,111.0
BR,0.21,0.75,872910.0,0.52,0.61,3.35,0.0002,2.7,1.94,0.01,34.71337579617834,46.496815286624205,64.96815286624204,16.560509554140125,47.00636942675159,18.72611464968153,40.617834394904456,112.0
WAB,0.28,0.65,1313865.0,2.26,3.48,-0.62,0.0001,0.15,2.11,0.02,14.331210191082802,65.60509554140127,35.03184713375796,54.14012738853503,12.643312101910826,46.17834394904459,40.277070063694254,113.0
PEP,0.22,0.66,7858685.0,0.44,-0.51,4.32,0.0006,0.8005,2.25,0.02,15.92356687898089,40.76433121019109,71.3375796178344,21.97452229299363,58.75796178343949,34.49044585987261,40.26433121019108,114.0
AEE,0.18,0.78,1532330.0,0.44,1.38,1.85,0.0001,0.4476,5.86,0.04,40.76433121019109,43.31210191082803,54.77707006369427,5.095541401273886,19.71337579617834,74.45859872611466,40.11783439490446,115.0
ADSK,0.28,0.86,1302640.0,1.46,1.22,-4.3,0.0004,2.1984,1.92,0.02,56.36942675159236,28.662420382165603,19.745222929936308,54.14012738853503,59.171974522292984,34.554140127388536,39.88216560509555,116.0
IR,0.33,0.63,3453885.0,4.11,2.95,-8.63,0.0007,0.1064,4.58,0.04,12.738853503184714,48.40764331210191,10.191082802547772,71.01910828025477,46.401273885350314,77.38853503184714,39.71974522292993,117.0
PWR,0.4,0.84,1240635.0,0.43,-0.25,-9.92,0.001,2.8139,3.19,0.03,50.0,6.369426751592357,8.280254777070063,84.71337579617835,79.49044585987261,54.171974522293,39.32165605095542,118.0
HSY,0.29,0.68,1641010.0,1.15,1.93,-2.3,0.0002,0.5187,5.25,0.08,19.10828025477707,35.6687898089172,27.388535031847134,59.23566878980891,32.101910828025474,86.97452229299363,39.00955414012739,119.0
CRM,0.32,0.85,7850305.0,1.0,2.41,-7.74,0.0016,0.6026,2.29,0.01,53.18471337579618,22.29299363057325,10.828025477707007,67.19745222929936,72.0700636942675,31.560509554140125,38.818471337579616,120.0
CMS,0.17,0.74,2458370.0,0.47,1.13,1.2,0.0009,0.0479,4.82,0.04,31.528662420382165,38.853503184713375,49.681528662420384,0.9554140127388535,49.61783439490445,71.08280254777071,38.1687898089172,121.0
RL,0.4,0.79,753210.0,0.12,-1.66,-4.17,0.0003,0.5614,2.69,0.05,42.038216560509554,11.464968152866243,21.019108280254777,84.71337579617835,41.05095541401274,58.56687898089172,38.146496815286625,122.0
CB,0.21,0.77,1816335.0,-0.41,1.27,3.17,0.0002,0.6741,1.4,0.01,38.853503184713375,38.21656050955414,63.69426751592356,16.560509554140125,36.11464968152866,17.579617834394906,37.9171974522293,123.0
